y,x1,x2,x3,x4,x5,x6
1,2.5723368428987428,1.328184314722058,1.5970791678283143,8.106550822196244,8.839418835200618,6.517421207428615
1,1.4944114074212989,2.4651210481491193,2.2409648871198717,2.7247752901247626,11.74224527331549,10.140188066939023
1,1.4531076970525825,1.2575869646200935,1.6537330376800563,5.573639368447029,7.812436280158094,1.2847423546370917
0,0.012367645281793349,2.80544011875111,2.4773095886289513,6.102834026903393,7.08211729009241,10.089445105637123
1,2.751398745885131,2.6377141295018713,4.950178349968557,3.830521573568015,5.32146693790132,3.2769185296353203
1,2.0251679338684663,1.9773839792824153,4.152921207295494,1.945607388824612,4.184334140503198,12.165780428375692
0,0.7412842941337818,2.0115407958563027,3.369218342214547,0.3247735425738746,1.36664186360515,8.601310330080693
0,0.8059603575303229,1.398768162730485,3.5395762990074306,5.213895532722085,6.345859147735945,11.340686819767505
0,1.5331918894241032,2.746435808609144,1.266513304277733,4.269478826923315,2.1380683321988774,8.781389004949887
1,2.4252421586966437,3.846400752388903,1.685076030114479,6.834145888425187,7.112412199405175,6.432887759394701
1,2.3635662424246906,3.0624665859829228,2.0491379933577645,9.960702296526566,11.185204368085344,2.752655399804981
1,2.643293194329,1.1585117133789546,3.484529850905271,5.49566903910941,11.25962018315078,13.956388433254515
1,2.4763837946489984,2.3795356369944276,3.3400987181781843,7.904885686670035,7.31942349721869,2.3541524554370796
1,1.8666389804657937,2.95432069474547,1.2728349249625937,4.7191672758697205,8.688595558520545,9.385577984973725
0,0.5788790432389759,1.0694434759816533,1.0444689772864302,0.9496514296868982,7.667148989337625,5.034409830202521
1,2.0455714661028344,1.0731042779774895,2.2222664846280913,1.6052002595461285,4.624514339284031,12.62658742673537
1,2.491833875997113,2.058211019930604,4.390083384166715,3.4333751303304565,7.880407531704045,7.389912433911996
1,1.9046283495269551,2.5316682963440638,4.058619647095064,9.123978559476395,4.5699166465808885,3.311977503113665
0,1.9155796019764078,0.6630086769739433,0.34100301122781973,3.4739260157076144,4.8594997217800024,5.81330144559822
0,0.13884768549218673,0.1471496648096633,1.9618723106840954,1.2704174545073776,7.804708757966525,4.582484466235943
0,1.1538722466896794,2.6181535238870786,0.43953265764442007,3.3078374897991645,9.347079249134676,3.687659827806855
1,2.6950640069240355,1.466017151553142,1.6805122797752272,9.973754207884909,7.019320398934919,11.149325065801982
1,1.6195171265172412,3.2609379417975264,1.8343090750533815,1.4854058847637368,6.901873824805993,8.975906409252602
0,0.6382009464865113,0.7734770878078192,3.962874973493891,6.610273486290886,10.601432476152453,8.665601595715318
1,2.8718111706396323,2.085114716631973,2.4986522728969054,7.941124009873392,10.849859753379707,5.193545311901945
0,1.539544614771171,2.0482872359279134,0.7718184025927535,6.824130048796316,2.9238971737123185,1.5016619673415699
1,2.4162946691971143,2.5716886971782316,2.449676257305618,6.679139633489822,7.366380582117624,2.3367227049420083
1,2.0124620721817603,2.159886602948152,4.583380895398909,3.2997805521807466,3.47904522834743,6.005647667979433
0,1.0007167207687804,0.39634693313703007,3.000845492442274,2.96003731358275,1.2401235799535353,6.17270563107514
0,0.5318569012642376,2.670421923604863,3.7452726252803386,2.6151095272531353,0.027059538270182038,12.763716769518718
0,0.9772863808093315,0.6397045963365925,3.559862737666265,6.331406092706158,9.197247014359554,9.819828746900166
1,1.8882884044402393,2.0602276726969277,3.7728480833160725,5.203015128526618,5.8149703264906165,12.473279561030827
1,1.8487535340277563,3.9779020899634046,2.7851987098501025,8.206199993475721,3.833987048699133,8.358137147586419
1,1.8632310347446983,1.7367403985972056,2.388640341062429,5.728887044236595,10.74819837736198,5.910555095476546
0,0.06685306618644327,1.9397638515864777,3.796907533708459,8.08774695498494,5.3952631541380836,10.631344274449777
1,2.7579846155173002,2.3063304753837977,1.0778637056294849,9.565479334291453,11.725290409664426,13.464425592748652
1,1.680634808596383,3.229993087946869,2.862228869755024,4.833267550000333,4.49311886128846,1.7281027764350905
0,1.5988207978180853,1.5019999206681565,0.17133840599415695,4.577794544509261,3.212869400132834,4.757106314575469
1,1.2981794975364955,2.0075542073840733,3.540491366286515,7.36171031910358,10.300591733498221,2.111148262366541
1,1.3933728682537228,1.2007691875698763,4.9281096482247335,8.394434140213555,10.316115117518667,11.835907897835963
0,0.4517628258671518,0.9876631830203462,2.8848050261102025,7.480912687251712,6.651082190695595,0.16926288412973256
1,2.85635187813247,2.892700661189875,3.2527145933222235,5.413477145339216,8.650678893682482,8.668374874943337
1,1.886514682718669,3.234598898465744,4.403568304083008,3.437965920371885,9.230178993345746,10.058208418237024
0,0.6694706531585581,1.5024811269338154,1.9576427242684171,4.287854164817109,5.624604065475814,6.362850377774295
1,1.245478639088618,1.2132668447326513,3.8793501301879636,9.899527467522928,6.528140508504645,1.218693535902294
0,0.9705614342203965,1.6397277323743635,3.0467416738894704,2.799049385623315,6.823974565200821,8.527793454591663
1,2.776215838022944,3.7253330582722284,4.392924432362172,5.219255248928793,10.285157435504395,3.8640654643312815
0,1.974552258629889,2.907005622426459,3.3309351431300454,8.997208896474357,10.25814407248075,5.247200183960911
0,1.9760719323111837,0.2339232705654345,1.1290871438509926,4.2586845906817095,5.807021838045863,10.632390599357413
1,2.863155306037153,3.924941426744303,4.023807611778686,9.866717991333768,1.2699328159594896,10.052691730747394
1,1.3222198103716662,3.6214690487897494,3.984910379880316,4.4720113494031315,3.052919512468913,13.921368019594123
0,1.329615517160489,1.8388425850634653,3.759241010303419,8.01831677828245,9.83348698791522,4.69200576747838
1,2.411126380721674,2.601529279115906,2.0107031603991437,6.190028511043353,10.843208481850521,1.1950450274797613
1,1.5608597231471537,3.0852252362646357,2.414282619579745,6.075734689730426,5.367236691240099,1.7059575666197748
1,2.448713869659671,1.297702971974443,4.960397179350736,3.5732480467386036,4.588636167981962,10.636348944776877
0,1.7900677177068738,2.8288499841600245,2.23788336183381,4.871299482356861,2.932106074144802,10.015157092210869
0,0.8875004386091423,1.555074798905801,1.4922468347081002,5.521552640134579,10.037466781112677,1.2922063161054056
1,1.5713173391657655,2.2230905576478084,1.7106381930856074,2.007064686977033,6.878807190207759,6.769588133453045
1,2.2954181495804598,2.7693789995353755,1.9954543548032282,7.403770083623587,3.872777211501679,4.539715211891008
0,0.16760831819012156,1.15207374592887,2.5706413088656723,6.103073893243154,3.8622275905661727,8.219320840191173
0,0.8367260768575862,1.9669530906664556,1.893222342913122,0.8934053167432082,4.492998576647653,5.956689139491596
0,0.47813276815005934,1.1931958719110618,1.588216944741693,6.881886121170198,4.524153309007432,2.5251995735082278
0,1.6139309817679872,2.753177427273707,1.6510786019451116,0.47200233748379516,1.2831117922124802,9.706160958493541
1,1.302682517383066,3.209659929597972,4.036132558948818,2.8833238791695246,6.03459225620537,2.8338275707582556
1,1.6413294524456998,1.5219018063664365,3.037253139494619,3.3724282633474907,1.1940826503800093,7.302644532852871
0,1.376804792855472,2.4756449847137194,1.6223709208333337,5.168192784432916,10.28505607197442,2.011648623197675
0,1.471870783874891,0.14676464392499844,2.7227849176761976,6.272700127039943,0.024401613257093446,10.520263434922152
0,0.5572861262300728,2.6080480314392456,0.3302924142052679,0.10615386028071705,9.498689496580166,3.2887476210025532
0,1.1181185698932044,0.9633660991744174,3.4308044882106667,7.366530216123768,0.09971063965314919,9.58562470426791
0,1.2553377543176174,0.9960240339515665,0.9405740395945914,8.677511818693844,8.00951197920947,4.969977091526904
0,0.19888278551869032,2.6527162352539677,2.6405215558022133,3.8722398889892053,10.133327105684474,5.454533242616791
0,1.691021621681121,0.8503267183612491,0.6815517948076653,6.3275239527262475,10.702129174910267,11.48320331961182
0,0.8173991245418679,1.810531624278041,0.5867523101218515,4.359715658677686,1.385977918951202,5.189437272083432
0,1.230429793193828,1.6406607000865583,2.8548329059267115,3.228135784268674,5.056318712626642,7.909647841314086
1,2.2261446197654298,3.1341436618920104,1.8748079881072814,2.0308358474165704,3.5803094190274085,9.562459748389413
0,0.6411264487218491,2.5644334689518433,2.0314841905235226,0.9636598064036352,2.196659162825489,6.475300803647813
0,1.4234456114920975,2.35239677582533,1.378893690876,7.062164672351326,0.17847737646277184,12.93536260336334
1,2.592600371935327,3.32631888918002,4.2644140018537025,5.767652692073925,4.64512373937167,8.198511589932174
1,1.4973836189422702,3.737537828617321,3.8527301265766787,7.957939311210867,4.074908676217062,7.410338956361768
1,2.619507434871328,3.7964188942475126,1.0353761077003085,9.442971198675064,9.41849848739943,2.961565667642086
0,1.4944492901771738,2.1185020286685736,3.9888550458761878,5.419681763260714,6.630264927243349,6.611208682379664
0,0.9769912653198107,1.33512632253072,1.5538293071792086,2.8176550281896056,9.242008188837225,4.51791298810803
1,1.6108633853660645,3.7126607653811696,1.360523266574051,6.854248753847864,7.506925119113513,3.86272949803127
1,1.529861772444812,2.481375032803195,1.5210608680423126,2.0406073811479355,7.11172186905486,13.655784119355385
0,1.0141192934774366,0.8598466753491829,3.567403517675468,4.060010568288401,5.776671218891561,6.88598956264818
0,1.449196573695258,2.084047252305914,0.8281007250558647,6.222285391420283,0.08738967471317516,1.6340388167009077
1,2.6919625848920266,3.166536866102269,1.679545658637609,8.094017287294822,4.717041644725759,11.968399933208719
1,2.102661099384602,1.678440349686404,4.407701430655645,8.581630938208185,6.532086013270763,10.561395947393885
0,0.4907046283324221,1.4956729208453279,0.293495827336272,4.146374843609994,5.570686280528516,0.7886987579140577
1,1.560432813981142,3.5167962206879984,3.049688798027455,8.800120260742705,11.986364994065674,13.960660175323477
0,0.462697426400301,2.084272550143119,2.660452825154265,7.918400870221301,2.2664887377847545,11.54542464696665
1,2.5779543757045875,2.063283349062588,3.114789987117997,9.94831771943008,5.722780442935064,10.878101383017565
0,1.8000462467960223,1.143242311926917,2.5827843182728873,1.5306747069650755,4.316691174327872,11.119351474352321
0,1.6052806247058593,2.790506143943034,0.5149459296478862,1.4745113096802838,3.964484932525231,11.130387692062465
0,0.22646244651825076,2.4996816248153726,0.23591284889362596,6.062888561712257,6.269515577487778,7.755856901013319
0,0.14580367073580702,2.1384167771750713,1.1847642554096676,6.499392923335375,3.6869847556449313,5.427883006974422
1,1.9362040888992107,3.2687881329628388,1.4992144781738617,4.507352816812878,10.099419671493834,7.373676212786283
1,2.8768437041975394,1.8876701783139844,2.872075792473772,6.840260351387737,8.439333013709566,13.139685442662802
0,0.915399210318588,1.3042551787199674,2.53830700430815,0.6573405434469523,6.197256207162123,6.590638132555933
0,1.7754083655165995,0.12605577379907895,0.13007950372864707,8.007613143190131,7.483229899752446,4.939919428784167
0,0.06886261714662911,1.2171890789660054,3.4407417737420767,4.141757379466438,0.06797175418209689,10.2167086421896
1,1.1797158360000937,2.272207890492968,2.212938523551248,8.156337468841881,4.8857961769662825,4.425228502980467
1,2.7476395525601047,1.5781661510811458,3.8593138615131597,4.773134541265426,2.4993695144196586,7.49173370994421
1,1.850916665268868,3.0412131002166087,1.9088662962157459,9.71899284063147,9.029438231464374,13.961765409440371
1,1.0371110781397208,1.1351539244971527,3.687411979882621,9.756879117301542,10.237923545491865,1.7688753616337425
1,1.252852454310056,3.9751717065286964,3.936614416328017,7.147443151035595,2.858161437332858,5.880225282730443
0,1.6868555914180985,0.22449790535240088,2.323671945117775,8.262193606749571,5.035236465045781,2.244021791568911
0,0.2159248962216711,0.7266529309907773,2.7946010208879137,1.6533661545117493,0.8377306823756829,11.64160759458685
1,1.7176572138287671,1.6053783868236413,1.2470773542974745,6.254650076849957,11.068467667678211,1.7330093673153937
1,1.1975381027975025,2.118128535318686,1.1397806706217617,5.345984207727052,9.910412047799488,5.119982700872947
1,1.166435405480141,3.125387043698089,4.1814556632165045,2.598366478322255,4.110388170063164,4.994544965888187
1,2.8437769711709144,3.89982031556336,4.436057922162375,9.71363032949582,5.2477118057590975,7.578785729223152
1,1.8947596452761348,1.4176606700910712,2.21353987980449,2.3645095161998215,11.271420740131807,11.613764023257245
0,0.6403623348568772,2.7347681630181913,3.467638111005815,6.466633225642024,5.694928461867946,4.177640497509096
0,0.5196071621283196,0.5126113015154263,0.3893511982558624,6.299033826190218,7.836660176383251,9.781828245829457
0,0.5299341231108861,1.3280336236324246,1.0281949255991782,3.9619795079273428,10.626325191284344,4.316802668967407
1,2.9132011355346155,2.070405190399905,4.078034345086676,4.007769597474816,3.7500357918067926,2.95724213884274
1,2.025376144657623,3.5292078181751894,4.699277660188096,6.847001847040184,3.3760680489946986,4.133095872615118
0,0.800424551699344,0.06293998450179994,1.8869094928048025,2.8566213856341807,5.599494955799794,0.20482667173654745
0,0.37424854082100345,1.7901119195638837,0.21268843099810075,4.658128790728163,5.18369763397612,4.421763865225428
1,1.297483019742995,3.369361240709488,2.2898456137069068,5.142359254041675,1.4404387029720804,2.9012306058937423
1,1.2226286429551003,3.016075066359696,2.7122114382288296,3.5435984808533254,10.564992430569731,9.145827992161243
0,1.975444779472063,0.7301498377818266,2.317611319868247,6.013930604476178,10.654158087389101,12.465507988854174
1,2.9209595031219546,1.561408419424981,3.3933050936515468,4.406758337140448,1.109787067376373,6.610283922725297
0,0.06398892028864944,1.5566007593393112,0.5623807028328023,1.350505527314007,4.105078232567436,0.42609394993021044
0,1.1301475829602106,2.977344960898228,0.4168021718831163,7.460661212565759,8.669528211995303,8.274055597777473
1,1.6570181086757263,2.613374783546089,3.808021082300844,3.4879911953665172,6.811623968703752,12.953235289179311
1,1.4840799855520932,1.273905119820197,2.5938705219357514,4.766483418909858,3.413395288360135,4.506664762367697
1,2.1296366279203944,1.3717975379618084,1.883649819419181,2.0718758343888317,9.128943584476708,12.922787982598296
1,1.0199194824086066,3.1402241911327575,3.8880281794340856,8.027407436108584,10.480068477900979,6.767888657903581
1,1.2800784625287043,1.630222585260344,4.543400722710664,1.6154918018760607,8.308545812108434,4.7335369528807325
1,1.5140124644448645,1.8729454487974866,1.707032190697972,3.9934932694735785,6.609233745190101,1.5465374280875406
1,1.6392362510161425,2.447821241777017,3.8016520652552077,8.348405058122518,2.8362496971469575,6.575896132048286
0,1.3180908202644648,2.9540921684146486,2.7896330961994464,5.036519111987266,8.943846704457107,11.37968400447916
1,1.9500335139868377,3.4474489022953567,3.1734325499868876,3.7393433417095716,5.145766057441872,11.670000151114962
0,0.1888859215118568,2.3700802849268543,1.0629934300120167,6.279745085288252,6.139371710727535,6.841872966080377
0,1.2779260439465692,0.6555780022642894,0.07127137788118176,0.6294056176419323,6.0610005245931085,4.034481009212746
0,0.4824886720760557,2.772466759824103,1.1399231191210522,5.538153053839622,3.557129631984001,3.8697433980968463
1,1.3436691138338324,3.9584893318247665,4.369640182674674,9.164287615974072,6.330074766437849,12.158445606315558
0,0.80557106809299,1.163336458521694,0.4003235796138802,8.348973383846726,1.0761411248599453,11.610035941659637
0,0.6377336366422777,0.6394154260771295,1.21254561244089,4.444002290635477,0.012331697989747425,7.225204321803066
1,2.568189401159696,2.7853496948400345,2.762658431034198,1.8469074503554852,1.498718076641004,1.6765283059808294
1,1.9438747315105886,1.0865055282369718,1.604000543609644,5.235506174452027,11.756411534265576,7.328744464851112
0,1.906614335164745,1.1127709804769284,3.8765377267056027,6.978472711304643,2.7527727283959837,8.08873744542102
1,1.8795370077762872,3.3970918452533723,4.588148250893924,8.462906946242649,3.0045878750504285,6.832959124580799
0,1.0710438321719271,2.585592048848716,2.2761504645297355,8.186852273077518,8.382113064058515,6.477565492111284
1,1.0745077612283922,3.8948344464771485,4.69073349259741,9.117043728360562,11.459846172458398,10.78765577979766
1,1.4316223728373163,1.5001707791771381,3.8246628139203778,5.179892354086296,8.684909579791219,5.837151244717582
0,1.2746043130760478,0.6608585032401978,1.3097060225277284,2.6073141832365168,1.3163717971611455,4.8813762557102
1,1.5350237147077332,2.956572355393842,3.9998533786880404,5.534372156924304,4.26480457203346,5.3083186908973055
1,1.3767895348009844,3.964913702772395,1.0398421259363233,6.498020861382698,4.098384427069871,2.854343934524947
1,2.175948496740697,1.122378544781853,4.0834926362996224,4.6646020001659245,9.716465523771827,2.3087055638050833
0,1.4963678240976928,1.5520034954384856,1.5919711501697429,7.664898537626465,7.415101996402472,5.115159462258931
1,1.208151912836494,3.7857165861872435,4.668103036069562,8.697857901482893,4.298572280229317,8.682720775915243
0,0.11147105300280424,0.3536581988640154,0.17099277637155685,1.6112586822704196,6.9165406534280836,4.1253596212004355
1,1.7373548476982894,1.684864198813497,1.9038813216165988,2.018194969361669,8.809672745128486,12.662702771320594
1,1.0653100691884052,2.37113035916263,3.8949257140830054,2.447913311228006,1.2724226674060308,7.9235737771094605
1,2.5577852902051434,2.501093729331362,1.820399606536296,4.980076462221992,1.7111313402140014,1.9639736701556907
1,2.034029447773432,1.0474918493592817,1.7245414395932257,6.450084095108905,11.173402225894277,7.560509048879885
0,1.0680722264093132,1.0018690690333376,1.6241141689880711,2.8069897128773342,7.9465805106303,10.086259194239613
1,1.0369128380860453,2.455642712414802,4.155113699013983,6.920949846972384,1.4993340153582744,11.174647967162194
1,2.022649087322253,2.8866635140801975,3.8613529174958847,8.520955880415128,6.277958787951867,1.6338875641500183
0,1.0871911498225841,1.3163575627167627,1.7123220499151177,6.435622887430295,1.3123413687436511,2.246338253911019
1,1.7303267113560574,1.3339260393987704,3.623093507107756,6.025956781052347,6.096805912459785,5.748190088390612
0,0.45484345744705856,1.2587972765299191,1.152827017548132,6.365976164859063,0.2840483258434172,9.152498111230726
1,1.7070977084086743,1.722894553659153,4.7433125053529235,4.571244886577038,9.378464944705025,6.486601400134423
1,1.3883241548290193,1.9179637892195025,3.832855059313913,5.850191106068285,9.27169531999548,12.075802671551752
1,2.546277345770555,2.428054113652322,3.2933049084217147,9.310233448366544,9.764995903738944,6.392365001932769
0,0.025643299021211652,2.3937082766823785,0.08473637685142688,5.016854699081508,0.08009322913161276,8.645334981376694
0,0.28016803047304806,1.566781213587048,3.22286780286763,3.7604359245180503,9.619283222086688,9.99838621584739
0,1.2615408403452413,2.2591891388622005,3.8568648343516396,6.3596512122486155,3.665335487356849,10.477879778084715
0,0.2890304478139005,1.7816437116434165,0.08870502625663867,7.833665610920772,8.770192792084037,0.6761050294875656
1,2.224979014194167,2.9277160372739264,4.318775385019688,9.661631683568055,11.785780163251216,6.090798408824135
1,2.1367100919732414,2.628975318424272,1.0050256283772527,1.159640927020543,9.178543277057969,8.395373064873215
0,1.8774997765596657,1.6465396659382456,2.1189520035607257,5.0194098595442425,2.7733038138394543,3.0669140483919533
0,1.3925775517562795,0.5731574593784601,3.014072030355103,5.926301349116714,1.5438794800605176,6.1940383596582755
1,2.7233143109940965,1.443564778178522,1.887127813933819,2.9926525676225793,6.543615519565579,3.3137794670457774
0,1.864267830796566,0.8833873920351658,1.0510575765147352,4.225868043424029,0.28451145269902256,6.1939453702156575
0,1.7570311226026958,1.9459121074148658,2.225965229987097,2.2598885694936066,1.5855151481913934,5.6000316133893
1,2.4866309873105426,2.1497633008976917,4.934632209450829,2.5141494100077564,9.78930144110827,12.528236830994224
1,2.186211910224329,2.4713267575584013,3.9215733477423824,3.1768676747843996,11.982234767159298,5.043075624818272
1,2.056689386873108,1.4007926796880465,1.4606372628538384,1.310671747878233,9.57031578512724,2.9465334543876085
0,0.8982964054644251,1.2824044365596325,1.463382416593141,6.576296845738952,9.959600400335948,3.055362718280756
0,0.5812859386130622,2.8050923200074,2.516037644004708,1.1032452382443696,0.9184406766659857,1.6307137138380217
0,1.190263349811363,2.991615431922904,0.8545970030665466,7.937129977450114,0.23681026991569043,10.875015283715967
1,2.354381447345311,3.749037560784899,3.4382343180163497,7.527712312958393,4.132487932367301,6.939177259054533
1,1.6722192924412076,3.9087679803125575,4.48005337078259,3.4879213772356623,1.8480417584589275,11.950902835464403
1,2.002994191072127,2.0929762700984593,1.4210132235862876,1.1904982188911197,2.8562931531220053,1.601346652090648
1,2.444466512374388,1.1540650472773202,1.614047715309519,5.051637416955554,3.2986894014929695,4.483614874726939
1,2.0034059683526984,2.763252041416986,3.9725267828373636,7.832890506771954,9.625412644548573,2.753865925472862
0,0.9548323789607074,0.4446573294105498,3.047598420348859,3.5191346754842217,3.678456561465503,2.4515963497011866
0,0.8973872452450613,0.33028591578565913,1.4608750166294713,0.8283151623692309,10.692644217910784,0.5419834738555891
1,2.445108193232312,2.2702066505003056,4.759732547316283,1.8581932007665904,8.519020042624199,10.1824850215011
1,2.2118178864265925,2.6265544318708045,4.719528625537708,3.552223009517297,6.316411626145809,8.290498140250445
0,0.5582609415485393,0.9579505512502072,0.43603194480283936,1.8084521695349416,0.14488427105957669,4.120947298139118
1,1.8157259268513237,3.6653966766097326,3.482328856074865,9.176643355600227,8.604914099237678,9.609833491611589
1,2.9109419809903283,3.245478675201972,4.787660759715667,4.139779016962021,8.263467285529357,2.521560794314728
1,1.3848220757742786,2.543523634235216,4.857719953300629,8.654377994517834,10.49197084412497,7.345300909674785
1,2.634996513051333,2.488043635766374,4.582735035196626,5.87360775926257,10.460323707298986,3.3942669845006566
0,1.9281568329802163,1.5138453302983863,3.9500461625245897,3.9742337127673144,2.9184140087476056,7.919886618024082
1,2.5648832704003866,1.6461201282730755,1.3250267190415483,3.360559935812818,1.6984001119397785,6.605921173684687
1,1.976311912174618,3.3706024721156798,1.5694295102463798,8.360845695006287,1.6933749850904807,4.380866885838657
1,1.025285202800037,1.9627765052300408,3.230312241131853,9.138731534998934,2.6522100370057915,2.4118160742756
0,0.7784172372468776,2.6118706902339395,3.2699626045853116,0.7776768312952562,1.6619559640951,0.8284057360175473
0,1.6036803369056118,1.4266786643494012,3.966031597898188,6.8881938495577595,0.37254264081452426,2.4311402364079724
1,1.1043699839327257,2.805214149310913,4.761295316713651,8.989591892894653,8.44055690680963,8.824248481642613
1,2.639764262518895,3.756810104481059,1.4893728634097667,2.3830711930663417,1.0676645639328335,9.237382138494535
1,1.086446302835558,1.196120711338911,2.4808967736130834,9.08646133051511,8.697439333196929,11.808175339800108
1,1.517777483941009,2.3909180757899073,3.0320716748828165,4.618965391462847,9.38955294119054,2.85310745672931
1,1.8077742346472094,2.875788691831808,1.0530353805676071,3.2663961970615323,7.182283395163532,12.425579786644679
1,2.7553385357035216,1.5016805710698107,4.5720653386586125,4.6767564396034125,2.7421368000567368,8.616890714717433
0,0.6849504383726084,0.8588105542187643,1.3348754302794688,6.6810546078912285,7.790111391988246,6.247682477620164
1,1.2031132068583577,3.2317652696775037,4.3732762598140695,9.419779984806139,8.749985475664438,1.2198104318154301
1,2.5618896379009746,3.4668276745702973,4.076576233379282,7.797635472891623,2.6913080105784517,12.151829104732427
1,2.5544570400033155,1.9817253051610584,2.456122381376964,7.106842043736036,6.557718357400732,7.1967666367161165
1,1.9987911983421314,2.9642026268971424,2.158893920161116,6.773433288667355,2.284138958189361,10.46912979160487
1,2.50341192035863,2.17875418395823,2.8765780082018737,1.7531945386108565,7.221880733767854,2.9338561996261143
1,2.5374584560241624,2.0123724470751982,3.584929018564712,2.411655159898072,1.3814700228332262,13.685046876703137
1,1.4297928671484637,2.4981799507504805,3.594789837104221,3.9206042311547793,5.597714284107411,2.255089736911458
1,1.4749378144454914,1.9441362503522372,3.4508193346785285,7.573247069827546,10.562274599880075,9.876690629499064
1,2.987546205535863,2.7960107725208916,1.41384827968681,4.253152364285164,1.0613697018567922,6.167778258095456
0,0.024308949379632683,1.1526916141180468,3.554295939041167,0.2972952854314357,6.347754540905664,0.12978404042175784
0,1.6516335011295253,0.1956979838024605,2.8726999280101944,5.942360267041939,9.655911589433806,3.8603412659443865
1,2.7630620960840124,2.7103115277705205,2.065335383912508,7.621225325914282,3.683323319168233,9.975252835984604
0,0.2793025095126258,0.9765539448937957,0.21535216786779987,7.376162448531037,8.3550593443965,1.2398213508170648
1,2.4167459920454526,1.016057112592566,2.8740897468991355,5.062661975373988,7.498585078974699,2.656793563493877
1,1.2609112731027878,1.656312917783012,1.4659165994322878,9.381012599881988,7.863155021917369,4.368611974539976
1,1.9170975429588002,2.1961109655274464,4.342908951686235,4.856841039775373,9.188940899798224,2.9153354648920375
0,0.7891521511952928,1.304914127495102,1.4716895411215156,0.8720471851503622,6.83700321551271,9.919687245168227
1,2.078749117648055,3.357809522348351,2.403838228457599,9.255144521503134,1.1005751830540342,4.442620049091835
1,2.1535794169944724,1.742440977823318,1.7035395744108373,1.565368712686609,5.010613708818842,9.414946343893083
0,0.6400322261747835,2.9170160350316423,3.7171979221299245,0.49508731430424124,9.10598686512732,6.18284957782996
1,2.854349675471978,3.652413889864944,1.6266336400891381,9.611398150828986,2.70496442135988,11.931286096739106
1,1.812344025822972,2.3577700766186522,3.0741543345793434,1.5340843377260471,3.9656653986277877,4.174914533939674
1,1.0577296789160615,2.272269128803197,1.7586445162750004,7.22508079232792,2.8343519872006375,7.806141116868274
1,2.917108015899056,2.842145322314598,4.042979415965468,6.266981832216647,5.474046235431197,7.638784093540065
0,1.754240935324576,0.3242078858434312,0.8889852887446059,4.728847419472965,7.8188964316380005,8.970177848908223
